Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
CRON,2.77,Cronos Group Inc.,Canada,1.6,3.43,4.5,1045026560,259413730,382893280,57036656,0.06262143544038866,1742000,824170000,Drug Manufacturers - Specialty & Generic,"Cronos Group Inc., a cannabinoid company, engages in the cultivation, production, distribution, and marketing of cannabis products in Canada, Israel, and internationally. It offers dried flowers, pre-rolls, oils, vaporizers, edibles, and cannabis tinctures under the Spinach, Lord Jones, and PEACE NATURALS brand names. The company is based in Stayner, Canada."
BBOT,10.3,"BridgeBio Oncology Therapeutics, Inc.",United States,8.7,14.87,4.66,825483260,360085250,79988690,32563469,0.05560270376197008,2887000,468285000,Biotechnology,"BridgeBio Oncology Therapeutics, Inc., a clinical-stage biotechnology company, engages in the development of small-molecule therapeutics targeting renin-angiotensin system and phosphoinositide 3-kinase malignancies. The company's product pipeline includes BBO-8520, a direct inhibitor targeting the on and off states of KRAS that is in Phase I clinical trial to treat patients with KRASG12C mutant non-small cell lung cancer; and BBO-10203, an orally bioavailable small molecule that is in Phase I clinical trial for treatment of patients with HER2+ breast cancer, HR+/HER2- breast cancer, KRAS pancreatic ductal adenocarcinoma (PDAC), KRAS mutant colorectal cancer (CRC), and KRAS mutant NSCLC. It is also developing BBO-11818, an orally bioavailable pan KRAS on/off inhibitor that is in Phase I clinical trial to treat patients with KRASG12D and KRASG12V mutant NSCLC, PDAC, and CRC. The company was founded in 2016 is headquartered in South San Francisco, California."
SUPN,56.32,"Supernus Pharmaceuticals, Inc.",United States,29.16,59.68,4.5,3056187400,2777882400,57339350,55117613,0.040673221224828505,42212000,308670000,Drug Manufacturers - Specialty & Generic,"Supernus Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes products for the treatment of central nervous system (CNS) diseases in the United States. The company offers Qelbree, a non-stimulant indicated for the treatment of attention-deficit hyperactivity disorder (ADHD); GOCOVRI for the treatment of dyskinesia and levodopa/carbidopa in patients with Parkinson's Disease (PD); Oxtellar XR, an extended-release oxcarbazepine product indicated for the monotherapy treatment of partial onset epilepsy seizures; and APOKYN for the acute and intermittent treatment of hypomobility or off episodes in patients with advanced PD. It also provides Trokendi XR, an extended release topiramate product indicated for the treatment of epilepsy, as well as for the prophylaxis of migraine headache; XADAGO for the treatment of levodopa/carbidopa in patients with PD experiencing off episodes; and MYOBLOC, a Type B toxin product indicated for the treatment of cervical dystonia and chronic sialorrhea. In addition, the company develops ONAPGO, which received FDA approval, for the treatment of motor fluctuations in adults with advanced PD; SPN-817, a first-in-class selective acetylcholinesterase inhibitor, which is in Phase 2 clinical trial, for the treatment of epilepsy, partial seizures, Dravet syndrome, and Lennox-Gaustaut syndrome; SPN-820, a small molecule in Phase 2 clinical trial for treating resistant depression; SPN-443, a stimulant in Phase 1 trial for the treatment of ADHD/CNS; and SPN-446, a preclinical product for CNS. It markets and sells its products through pharmaceutical wholesalers, specialty pharmacies, and distributors. It has a development agreement with Navitor Inc. for the conduct of Phase 2 clinical program of SPN-820. Supernus Pharmaceuticals, Inc. was incorporated in 2005 and is based in Rockville, Maryland."
VREOF,0.4838,Vireo Growth Inc.,United States,0.308,0.8,-,545242200,652552260,1082835200,197642148,0.1503850153499683,203735440,98164196,Drug Manufacturers - Specialty & Generic,"Vireo Growth Inc. operates as a cannabis company that cultivates, manufactures, processes, and distributes medical and adult-use cannabis products in Maryland, Minnesota, and New York. It sells cannabis products through a network of retail dispensaries and distributors. The company was formerly known as Goodness Growth Holdings, Inc. and changed its name to Vireo Growth Inc. in July 2024. Vireo Growth Inc. was incorporated in 2004 and is headquartered in Minneapolis, Minnesota."
CLDX,30.82,"Celldex Therapeutics, Inc.",United States,14.4,31,4.5,1650604800,1070002900,66449470,68469673,0.002753586481797145,2621000,583223000,Biotechnology,"Celldex Therapeutics, Inc., a biopharmaceutical company, engages in developing therapeutic antibodies for patients with severe inflammatory, allergic, autoimmune, and other diseases. The company's drug candidates include monoclonal and bispecific antibodies designed to address mast cell mediated diseases for which available treatments are inadequate. Its clinical development programs are Barzolvolimab (CDX-0159), a monoclonal antibody that specifically binds the KIT receptor and potently inhibits its activity for treating chronic urticarias, prurigo nodularis, eosinophilic esophagitis, and atopic dermatitis; and CDX-622, a bispecific candidate for inflammatory diseases, which targets two complementary pathways that drive chronic inflammation, potently neutralizing the alarmin thymic stromal lymphopoietin and depleting mast cells through stem cell factor starvation. The company is headquartered in Hampton, New Jersey."
ZVRA,8.93,"Zevra Therapeutics, Inc.",United States,6.19,13.16,4.75,504988900,368196900,56297536,34941093,0.01372962421889342,62717000,199509000,Biotechnology,"Zevra Therapeutics, Inc., a commercial-stage company, focuses on addressing unmet needs for the treatment of rare diseases in the United States. The company develops its products through Ligand Activated Technology platform. Its lead product candidate is KP1077, consisting of KP1077IH, which is under Phase 2 clinical trial for the treatment of idiopathic hypersomnia, and KP1077N, which is under Phase 1/2 clinical trial to treat narcolepsy. The company is also developing Celiprolol, a prodrug product candidate that is under Phase 3 clinical trial for the treatment of vascular Ehlers Danlos syndrome. In addition, it offers AZSTARYS, a once-daily treatment for attention deficit and hyperactivity disorder in patients aged six years and older; OLPRUVA to treat urea cycle disorders; and MIPLYFFA for the treatment of niemann pick disease type C, an ultra-rare neurodegenerative lysosomal storage disorder. The company has collaboration and license agreement with Commave Therapeutics SA to develop, manufacture and commercialize the company's product candidates containing SDX and d-methylphenidate; and license agreement with Acer and Relief Therapeutics, Inc. to develop and commercialize rights for OLPRUVA. The company was formerly known as KemPharm, Inc. and changed its name to Zevra Therapeutics, Inc. in February 2023. Zevra Therapeutics, Inc. was incorporated in 2006 and is headquartered in Celebration, Florida."
APLS,21.42,"Apellis Pharmaceuticals, Inc.",United States,16.1,30.48,4.04,2800003000,2808130000,126525220,107419884,0.02693274909537906,474360000,467786000,Biotechnology,"Apellis Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery, development, and commercialization of novel therapeutic compounds to treat diseases with high unmet needs. It offers EMPAVELI for the treatment of paroxysmal nocturnal hemoglobinuria; and SYFOVRE for treating geographic atrophy secondary to age-related macular degeneration and geographic atrophy (GA). The company also develops EMPAVELI to treat C3 glomerulopathy and immune complex membranoproliferative glomerulonephritis, focal segmental glomerulosclerosis, and delayed graft function; and APL-3007, a small interfering RNA, or siRNA for the treatment of GA. In addition, it conducts preclinical studies for APL-9099, a treatment targeting the neonatal Fc receptor, or FcRn, which has the potential to be a first-in-class gene editing treatment for future target indications with one-time dosing; and developing other programs with its proprietary in-house capabilities and under its Beam collaboration. It has a collaboration and license agreement with Swedish Orphan Biovitrum AB (publ) for development and commercialization of pegcetacoplan; and a collaboration with Beam Therapeutics, Inc. focused on the use of Beam's base editing technology to discover new treatments for complement-driven diseases. Apellis Pharmaceuticals, Inc. was incorporated in 2009 and is headquartered in Waltham, Massachusetts."
ETON,17.65,"Eton Pharmaceuticals, Inc.",United States,11.0867,23,5,490224540,483980540,26817536,11115137,0.15309524160218302,30877000,37121000,Drug Manufacturers - Specialty & Generic,"Eton Pharmaceuticals, Inc., a pharmaceutical company, focuses on developing and commercializing treatments for rare diseases. Its commercial rare disease products include Increlex for the treatment of severe primary igf-1 deficiency; Alkindi Sprinkle for adrenal insufficiency; Galzin for Wilson disease; PKU Golike for phenylketonuria; Carglumic Acid for N-acetylglutamate synthase deficiency; Betaine Anhydrous for homocystinuria; and Nitisinone for tyrosinemia type 1. The company is also developing various product candidates, which are in late-stage development, including ET-400 for treating adrenal insufficiency; ET-600 for diabetes insipidus; Amglidia for neonatal diabetes mellitus; ET-700 for Wilson disease; ET-800 for adrenal insufficiency; and ZENEO hydrocortisone autoinjector for adrenal crisis. Eton Pharmaceuticals, Inc. was incorporated in 2017 and is based in Deer Park, Illinois."
REPL,8.2,"Replimune Group, Inc.",United States,2.68,13.66,4.28,690307100,497516100,82572616,63191128,0.03866098499143178,76346000,269137000,Biotechnology,"Replimune Group, Inc., a clinical-stage biotechnology company, focuses on the development and commercialization of oncolytic immunotherapies to treat cancer. The company's proprietary oncolytic immunotherapy product candidates are designed and intended to activate the immune system against cancer. Its lead product candidate is RP1, a selectively replicating version of HSV-1 that expresses GALV-GP R(-) and human GM-CSF for a range of solid tumors. The company is also developing RP2 that express an anti-CTLA-4 antibody-like protein to block the inhibition of the immune response otherwise caused by CTLA-4; and RP3, which express immune-activating proteins that stimulate T cells. Replimune Group, Inc. was founded in 2015 and is headquartered in Woburn, Massachusetts."
ABUS,4.6,Arbutus Biopharma Corporation,United States,2.705,5.1,4.66,857765100,768669100,192324020,96226583,0.01567711119511403,4606000,93702000,Biotechnology,"Arbutus Biopharma Corporation, a clinical-stage biopharmaceutical company, develops novel therapeutics for infectious disease in the United States. Its chronic Hepatitis B virus product pipeline comprises Imdusiran, conjugated GalNAc, subcutaneously-delivered RNAi therapeutic product candidate which is in phase 1 and phase 2a clinical trials that suppresses all HBV antigens, including HBsAg expression; and AB-101, an oral PD-L1 inhibitor, which is in phase 1a/1b clinical trial that has the potential to reawaken patients' HBV-specific immune response by inhibiting PD-L1. The company has licensing agreement with Alnylam Pharmaceuticals, Inc. to develop and commercialize products with LNP delivery technology. The company was formerly known as Tekmira Pharmaceuticals Corporation and changed its name to Arbutus Biopharma Corporation in July 2015. Arbutus Biopharma Corporation was incorporated in 2005 is headquartered in Warminster, Pennsylvania."
DYN,16.09,"Dyne Therapeutics, Inc.",United States,6.36,25,4.56,2558695700,1887274800,164652240,169174642,0.0045046965933351005,120466000,791887000,Biotechnology,"Dyne Therapeutics, Inc., a clinical-stage neuromuscular disease company, focuses on discovering and developing therapeutics for neuromuscular diseases in the United States. It is developing a portfolio of muscle disease therapeutics, including programs in myotonic dystrophy type 1; duchenne muscular dystrophy; facioscapulohumeral dystrophy; and Pompe disease, as well as rare skeletal muscle, and cardiac and metabolic muscle diseases using its FORCE platform that delivers disease-modifying therapeutics. The company was incorporated in 2017 and is headquartered in Waltham, Massachusetts."
AQST,4.14,"Aquestive Therapeutics, Inc.",United States,2.12,7.55,4.77,498992740,411305730,122003110,69064785,0.03154115419989324,41376000,129063000,Drug Manufacturers - Specialty & Generic,"Aquestive Therapeutics, Inc. operates as a pharmaceutical company in the United States and internationally. It offers Libervant, a buccal soluble film formulation of diazepam for the treatment of seizures; Suboxone, a sublingual film formulation of buprenorphine and naloxone for the treatment of opioid dependence; Sympazan, an oral soluble film formulation of clobazam for the treatment of lennox-gastaut syndrome; KYNMOBI a sublingual film formulation of apomorphine for the treatment of episodic off-periods in Parkinson's disease; and Azstarys, a once-daily product for the treatment of attention deficit hyperactivity disorder. The company's proprietary pipeline products include Anaphylm, an epinephrine sublingual film, which is in phase 3 clinical trial for the emergency treatment of allergic reactions, including anaphylaxis; and AQST-108, a topical gel that is in phase 2 clinical trial for the treatment of alopecia areata. In addition, it develops PharmFilm technology for patients suffering from certain central nervous system disorders; and Adrenaverse, an epinephrine prodrug platform. The company was incorporated in 2004 and is headquartered in Warren, New Jersey."
IDYA,31.67,"IDEAYA Biosciences, Inc.",United States,13.45,39.28,4.63,2816195800,1794424800,87814024,96271246,0.008203065131060297,27914000,639388000,Biotechnology,"IDEAYA Biosciences, Inc., a precision medicine oncology company, discovers and develops targeted therapeutics for patient populations selected using molecular diagnostics in the United States. The company offers Darovasertib, an oral, potent, and selective protein kinase C (PKC) inhibitor for the treatment of uveal melanoma, ocular cancer driven by GNAQ/11 mutations, and is being evaluated in multiple clinical trials as monotherapy and in combination with crizotinib for metastatic, neoadjuvant, and adjuvant settings. The company also offers IDE849, a DLL3 antibody drug conjugate inhibitor that is in a Phase 1 clinical trial for the treatment of SCLC and neuroendocrine carcinomas; IDE034, a B7H3/PTK7 topo-I-payload bispecific BsADC; IDE161, a poly ADP-ribose glycohydrolase inhibitor that is in Phase 1 dose optimization trial; IDE705 (GSK101), a Poly Theta Helicase inhibitor that is in Phase 1 clinical trial for the treatment of tumors with BRCA or other mutations associated with HRD; IDE397, a MAT2A inhibitor for MTAP-deleted tumors; IDE892, a PRMT5 inhibitor; IDE574 selectively inhibits KAT6/7 and is in Phase 1 dose escalation trial for patients with breast, lung, prostate, and colorectal cancers; IDE275 oral small molecule inhibitor of the helicase domain of the Werner protein (WRN) and is in a Phase 1 clinical trial. In addition, the company offers preclinical research programs focused on pharmacological inhibition; DECIPHER dual CRISPR library for synthetic lethality target and biomarker discovery; and INQUIRE chemical library and HARMONY machine-learning engines to enhance its drug discovery platform. The company has strategic alliances with GlaxoSmithKline, Pfizer Inc., Gilead Sciences, Inc., Novartis, Biocytogen, Cancer Research UK, the University of Manchester, Jiangsu Hengrui Pharmaceuticals Co., Ltd., and Les Laboratoires Servie. IDEAYA Biosciences, Inc. was incorporated in 2015 and is headquartered in South San Francisco, California."
ANIP,76.3,"ANI Pharmaceuticals, Inc.",United States,54.56,99.5,4.37,1603349600,1963460700,20904168,22456918,0.05961040667264109,631580000,271469000,Drug Manufacturers - Specialty & Generic,"ANI Pharmaceuticals, Inc., a biopharmaceutical company, develops, manufactures, and markets branded and generic pharmaceutical products in the United States and internationally. The company provides injectables, softgel capsules, and Cortrophin gel, as well as ILUVIEN and YUTIQ products. It also manufactures oral solid dose products, semi-solids, liquids, topicals, controlled substances, and potent products. It markets, sells, and distributes its products through wholesalers, retail market chains, distributors and specialty pharmacies, group purchasing organizations, specialty pharmacies, hospitals, clinics, and physicians. ANI Pharmaceuticals, Inc. was incorporated in 2001 and is headquartered in Baudette, Minnesota."
HALO,70.35,"Halozyme Therapeutics, Inc.",United States,47.5,82.22,3.88,8303676000,10338055000,118017000,124667214,0.01077133897659285,2177199000,142820000,Biotechnology,"Halozyme Therapeutics, Inc., a biopharmaceutical company, researches, develops, and commercializes of proprietary enzymes and devices in the United States, Switzerland, Belgium, Japan, and internationally. The company's products are based on the patented recombinant human hyaluronidase enzyme (rHuPH20) that enables delivery of injectable biologics, such as monoclonal antibodies and other therapeutic molecules, as well as small molecules and fluids. It offers Hylenex recombinant, a formulation of rHuPH20 that facilitates subcutaneous (SC) administration to enhance the dispersion and absorption of other injected drugs in SC urography and to enhance resorption of radiopaque agents; and XYOSTED, an injection for SC administration of testosterone replacement therapy. The company also provides Herceptin (trastuzumab) under the brand name Herceptin Hylecta; and Phesgo to treat breast cancer; Mabthera SC for chronic lymphocytic leukemia treatment; Tecentriq SC for IV infusion; Ocrevus SC for multiple sclerosis; HYQVIA to treat primary immunodeficiency disorders; DARZALEX to treat amyloidosis, and smoldering and multiple myeloma; epinephrine Injection to treat allergic reactions; nivolumab and relatlimab to treat metastatic or unresectable melanoma; teriparatide injections; ARGX-113; and ARGX-117 to treat severe autoimmune diseases in multifocal motor neuropathy. It has collaborations and licensing agreements with F. Hoffmann-La Roche, Ltd. and Hoffmann-La Roche, Inc.; Takeda Pharmaceuticals International AG and Baxalta US Inc.; Pfizer Inc.; Janssen Biotech, Inc.; AbbVie, Inc.; Eli Lilly and Company; Bristol Myers Squibb Company; argenx BVBA; ViiV Healthcare; Chugai Pharmaceutical Co., Ltd.; Acumen Pharmaceuticals, Inc.; Merus N.V.; and Skye Bioscience, Inc. The company was founded in 1998 and is headquartered in San Diego, California."
SPRY,9.24,"ARS Pharmaceuticals, Inc.",United States,6.66,18.9,5,903476300,785072300,98848610,58762157,0.08447398807846332,169805000,288209000,Biotechnology,"ARS Pharmaceuticals, Inc., a biopharmaceutical company, develops and commercializes treatments for severe allergic reactions. The company is involved in the development of neffy, a needle-free and low-dose intranasal epinephrine nasal spray for rescue medication for people with Type I severe allergic reactions, including anaphylaxis. It serves healthcare professionals, patients, and caregivers. The company was founded in 2015 and is headquartered in San Diego, California."
VKTX,33.12,"Viking Therapeutics, Inc.",United States,18.92,43.15,4.61,3899957500,3194355500,115554296,72793421,0.02400720804016848,137000,705739000,Biotechnology,"Viking Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of novel therapies for metabolic and endocrine disorders. Its lead drug candidate is VK2809, an orally available tissue and receptor-subtype selective agonist of the thyroid hormone receptor beta (TRß), which is in Phase IIb clinical trials to treat patients with biopsy-confirmed non-alcoholic steatohepatitis, as well as NAFLD. The company develops VK5211, an orally available non-steroidal selective androgen receptor modulator that is in Phase II clinical trials for the treatment of patients recovering from non-elective hip fracture surgery; VK0612, which is in Phase II clinical trials for metabolic disorders and anemia; VK2735, a novel dual agonist of the glucagon-like peptide 1, which is in Phase 1 SAD/MAD clinical trial, and VK0214, an orally available tissue and receptor-subtype selective agonist of the TRß for X-linked adrenoleukodystrophy. The company was incorporated in 2012 and is headquartered in San Diego, California."
ABSI,2.74,Absci Corporation,United States,2.01,5.228,4.55,407506850,261251860,150371540,113421667,0.06301718109127984,6220000,152475000,Biotechnology,"Absci Corporation operates as a data-first generative artificial intelligence (AI) drug creation company in the United States. The company combines AI with scalable wet lab technologies to design differentiated antibody therapeutics. Its preclinical development programs include ABS-101 for the treatment of inflammatory bowel disease; ABS-201 for treating androgenic alopecia; ABS-301 for the treatment of immuno-oncology; and ABS-501 for treating oncology. Absci Corporation has collaboration agreements with PrecisionLife, Memorial Sloan Kettering Cancer Center, Twist Bioscience, Owkin, Oracle Corporation, and Advanced Micro Devices, Inc. for joint research and development activities. The company was founded in 2011 and is headquartered in Vancouver, Washington."
LXEO,6.89,"Lexeo Therapeutics, Inc.",United States,1.45,10.99,4.81,488285220,373978200,72987330,57924846,0.002460346263803061,8457000,122764000,Biotechnology,"Lexeo Therapeutics, Inc., a clinical stage genetic medicine company, focuses on hereditary and acquired diseases with high unmet need in the United States. Its product pipeline comprises LX2006, an AAVrh10-based gene therapy candidate, which is in phase 1/2 clinical trial to treat friedreich ataxia cardiomyopathy; LX2020, an AAVrh10-based gene therapy candidate, which is in phase 1/2 to deliver a functional plakophilin-2 (PKP2) gene to cardiac muscle for the treatment of PKP2-ACM; and LX2021, a gene therapy candidate, which is in preclinical trial to deliver the coding sequence for the functional connexin 43, or Cx43, protein for a group of inherited cardiac muscle disorders associated with a high risk of sudden death, including arrhythmogenic cardiomyopathy (ACM) and certain forms of dilated cardiomyopathy. The company also develops LX2022, a gene therapy candidate, which is in preclinical trial to deliver a functional TNNI3 gene to myocardial cells to treat a distinct form of hypertrophic cardiomyopathy. In addition, it is developing LX1001, an AAVrh10-based gene therapy candidate, which has completed phase 1/2 clinical trial for the treatment of APOE4-associated Alzheimer's disease. The company has license agreement with Cornell University to conduct of the Phase 1/2 clinical trial of LX1001, as well as support the development of LX1004 program; research collaboration agreement with Cornell University to conduct preclinical research to develop the licensed technology; and third license agreement which obtained certain rights for FA cardiomyopathy, including rights to current and future clinical data from an ongoing Cornell University investigator-initiated Phase 1A trial of a gene therapy candidate. The company was founded in 2017 and is headquartered in New York, New York."
ADMA,15.68,"ADMA Biologics, Inc.",United States,13.5,25.67,5,3693725200,3715463400,237997760,223632128,0.01958268809793235,83123000,61385000,Biotechnology,"ADMA Biologics, Inc., a biopharmaceutical company, develops, manufactures, and markets specialty plasma-derived biologics for the treatment of immune deficiencies and infectious diseases in the United States and internationally. The company offers BIVIGAM, an intravenous immune globulin (IVIG) product indicated for the treatment of primary humoral immunodeficiency (PI); ASCENIV, an IVIG product for the treatment of PI; and Nabi-HB, a human polyclonal antibody product for the treatment of acute exposure to blood containing Hepatitis B surface antigen and other listed exposures to Hepatitis B. It also develops a pipeline of plasma-derived therapeutics comprising products related to the methods of treatment and prevention of S. pneumonia infection for an immunoglobulin. In addition, the company operates source plasma collection facilities. The company sells its products through independent distributors, drug wholesalers, specialty pharmacies, and other alternate site providers. ADMA Biologics, Inc. was incorporated in 2004 and is headquartered in Ramsey, New Jersey."
RYTM,99.15,"Rhythm Pharmaceuticals, Inc.",United States,45.905,122.2,4.62,6583512000,6427430000,66736056,61118994,0.007253538150701839,113104000,416052000,Biotechnology,"Rhythm Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, focuses on the rare neuroendocrine diseases. The company's lead product candidate is IMCIVREE (setmelanotide), a rare melanocortin-4 receptor for the treatment of pro-opiomelanocortin (POMC), proprotein convertase subtilisin/kexin type 1, leptin receptor (LEPR) deficiency obesity, and Bardet-Biedl and Alström syndrome. It is in Phase 3 clinical trials for treating POMC or LEPR heterozygous deficiency obesities, steroid receptor coactivator 1 deficiency obesity, SH2B1 deficiency obesity, MC4 receptor deficiency obesity, and other MC4R disorders. The company has licensing agreements with LG Chem, Ltd; Ipsen Pharma S.A.S; Camurus; RareStone Group Ltd.; joint research collaboration with Axovia Therapeutics for developing in bardet-biedl syndrome; and LG Chem, Ltd. The company was formerly known as Rhythm Metabolic, Inc. and changed its name to Rhythm Pharmaceuticals, Inc. in October 2015. The company was founded in 2008 and is headquartered in Boston, Massachusetts."
IMCR,32.16,Immunocore Holdings plc,United Kingdom,23.15,40.7147,4.68,1701864400,1245373600,50530420,44438387,0.0006442529096580857,435862000,864153000,Biotechnology,"Immunocore Holdings plc, a commercial-stage biotechnology company, engages in the development of immunotherapies for the treatment of cancer, infectious, and autoimmune diseases. The company offers KIMMTRAK for the treatment of patients with unresectable or metastatic uveal melanoma. It also develops other programs for oncology, including tebentafusp that is in Phase 3 clinical trial to treat advanced cutaneous melanoma and adjuvant uveal melanoma; and brenetafusp that is in Phase 3 clinical trial to treat first-line advanced cutaneous melanoma and in a Phase 1/2 clinical trial in multiple tumor types. In addition, the company's products under development include IMC-R117C (PIWIL-1) that is in Phase 1/2 clinical trial for the treatment of advanced solid tumors, including colorectal cancer; IMC-P115C (PRAME-HLE-A02) that is in Phase 1 clinical trial for patients with tumors that express PRAME; IMC-M113V that is in Phase 1 clinical trials for a potential functional cure in human immunodeficiency virus (HIV); and IMC-I109V that is in Phase 1 clinical trials for a potential functional cure in hepatitis B virus (HBV). Further, it develops IMC-T119C, which is in preclinical trial for multiple solid tumor cancers; IMC-S118AI to treat type 1 diabetes; and IMC-U120AI to treat atopic dermatitis. Immunocore Holdings plc was founded in 1999 and is headquartered in Abingdon, the United Kingdom."
SNDL,1.55,SNDL Inc.,Canada,1.15,2.89,5,399125000,337249340,257500000,56802033,0.013095254368932042,111487300,173427000.6108736,Beverages - Wineries & Distilleries,"SNDL Inc. engages in the production, distribution, and sale of cannabis products for the adult-use market in Canada. The company operates through four segments: Liquor Retail, Cannabis Retail, Cannabis Operations, and Investments. It engages in the cultivation, distribution, and sale of cannabis for the adult-use and medical markets; sale of wines, beers, and spirits through liquor stores under the Wine and Beyond, Ace Liquor, and Liquor Depot retail banners; and private sale of adult-use cannabis products and accessories through its owned and franchised retail cannabis stores. The company also produces and distributes flower, pre-rolls, and vapes, as well as offers financial services. It offers its products under the Top Leaf, Contraband, Palmetto, Bon Jak, La Logue, Versus, Grasslands, Pearls by Grön, No Future, and Bhang Chocolate brands. The company was formerly known as Sundial Growers Inc. and changed its name to SNDL Inc. in July 2022. SNDL Inc. was incorporated in 2006 and is headquartered in Calgary, Canada."
RCKT,4.33,"Rocket Pharmaceuticals, Inc.",United States,2.19,9.805,3.64,459944480,262231470,108222220,75461762,0.03520737902383603,25045000,222758000,Biotechnology,"Rocket Pharmaceuticals, Inc., together with its subsidiaries, operates as a late-stage biotechnology company that focuses on developing gene therapies for rare and devastating diseases in the United States. It develops vivo adeno-associated viral (AAV) programs, which include programs for Danon disease (DD), a multi-organ lysosomal-associated disorder leading to early death due to heart failure (RP-A501), which is in Phase 2 trial; Plakophilin-2 Arrhythmogenic Cardiomyopathy (PKP2-ACM), an inheritable cardiac disorder that is characterized by a progressive loss of cardiac muscle mass, severe right ventricular dilation, dysplasia, fibrofatty replacement of the myocardium and a high propensity to arrhythmias and sudden death (RP-A601), which is in phase 1; and BAG3 Dilated Cardiomyopathy (BAG3-DCM), which is a form of cardiomyopathy and is characterized by progressive thinning of the walls of the heart, which is in preclinical stage. It also develops vivo lentiviral (LV) programs, which include programs for Leukocyte Adhesion Deficiency-I (LAD-I), a genetic disorder that causes the immune system to malfunction (RP-L201); Fanconi Anemia (FA), a genetic defect in the bone marrow that reduces production of blood cells or promotes the production of faulty blood cells (RP-L102); and Pyruvate Kinase Deficiency (PKD), a red blood cell autosomal recessive disorder that results in chronic non-spherocytic hemolytic anemia (RP-L301). It has license agreements with Centro de Investigaciones Energéticas, Medioambientales y Tecnológicas, Centro de Investigacion Biomedica En Red, and Fundacion Instituto de investigacion Sanitaria Fundacion Jimenez Diaz; UCL Business PLC; The Regents of the University of California; REGENXBIO, Inc.; and Temple University. Rocket Pharmaceuticals, Inc. was founded in 1999 and is headquartered in Cranbury, New Jersey."
AURA,6.02,"Aura Biosciences, Inc.",United States,4.345,7.73,4.83,360698560,216586560,63503268,28303121,0.01629801136694238,17754000,161866000,Biotechnology,"Aura Biosciences, Inc., a clinical-stage biotechnology company, develops precision therapies to treat solid tumors. The company's proprietary platform enables the targeting of a range of solid tumors using virus-like particles conjugated with drugs or loaded with nucleic acids to create virus-like drug conjugates. Its lead candidate is bel-sar, which is in late-stage clinical development for the treatment of patients with primary choroidal melanoma and other ocular oncology indications, as well as in early-stage clinical development in bladder cancer. The company also focuses on assessing the safety and efficacy of bel-sar in treating a range of other solid tumors, including bladder cancer, as an alternative to bacillus calmetteguérin therapy. Aura Biosciences, Inc. was incorporated in 2009 and is headquartered in Boston, Massachusetts."
SNDX,20.75,"Syndax Pharmaceuticals, Inc.",United States,8.58,22.73,4.84,1784361600,1675618600,86914840,87268247,0.0057231128655897525,345431000,454174000,Biotechnology,"Syndax Pharmaceuticals, Inc., a commercial-stage biopharmaceutical company, develops therapies for the treatment of cancer. Its lead product candidate includes Revuforj (revumenib), a menin inhibitor for the treatment of relapsed or refractory (R/R) acute leukemia; and Niktimvo (axatilimab-csfr), a colony stimulating factor-1 receptor blocking antibody to treat chronic graft-versus-host disease. The company is also developing revumenib for the treatment of R/R acute myeloid leukemia (AML) with a nucleophosmin 1 mutation (mNPM1) and in combination with standard-of-care agents in mNPM1 AML or KMT2Ar acute leukemia, as well as for metastatic colorectal cancer; axatilimab to treat idiopathic pulmonary fibrosis; and Entinostat, a Class 1 HDAC inhibitor. It has an agreement with Eddingpharm International Company Limited for licensing, development, and commercialization of Entinostat. Syndax Pharmaceuticals, Inc. was incorporated in 2005 and is headquartered in New York, New York."
