Symbol,Price,Name,Country,52W Low,52W High,Wall Street Ratings,Market Cap,EV,Shares Outstanding,Institutional Shares,Insider %,Total Debt,Total Cash,Industry,Business Summary
DNLI,22.29,Denali Therapeutics Inc.,United States,10.57,23.77,4.84,3346473700,2518046700,156158370,152521608,0.04243453945803113,44480000,848204000,Biotechnology,"Denali Therapeutics Inc., a biopharmaceutical company, discovers and develops therapeutics to treat neurodegenerative and lysosomal storage diseases. The company develops Eclitasertib (SAR443122/DNL758) RIPK1 inhibitor program for peripheral inflammatory diseases; DNL343 eIF2B activator program for amyotrophic lateral sclerosis; BIIB122/DNL151 LRRK2 inhibitor program for Parkinson's disease; TAK-594/DNL593 program for frontotemporal dementia-granulin; DNL126 program for MPS IIIA (Sanfilippo Syndrome A); and DNL310 Tividenofusp alfa, an enzyme replacement therapy program for MPS II (Hunter Syndrome). Its Enzyme TransportVehicle (TV) programs include DNL952 for the treatment of Pompe disease; DNL111 for Parkinson's and Gaucher diseases; and DNL622 for Hurler syndrome (MPS I). The company's OTV programs also comprise DNL628 targeting tau for Alzheimer's disease; and DNL422 targeting alpha synuclein for Parkinson's disease, as well as antibody TV program includes DNL921 targeting Abeta for treating Alzheimer's disease. The company was formerly known as SPR Pharma Inc. and changed its name to Denali Therapeutics Inc. in March 2015. Denali Therapeutics Inc. was incorporated in 2013 and is headquartered in South San Francisco, California."
ALKS,31.04,Alkermes plc,Ireland,25.165,36.3164,4.5,5513274000,4473757700,165117500,172817486,0.01340967260697474,71598000,1319421000,Drug Manufacturers - Specialty & Generic,"Alkermes plc, a biopharmaceutical company, researches, develops, and commercializes pharmaceutical products to address unmet medical needs of patients in therapeutic areas in the United States, Ireland, and internationally. It has a portfolio of proprietary commercial products for the treatment of alcohol dependence, opioid dependence, schizophrenia and bipolar I disorder and a pipeline of clinical and preclinical product candidates in development for neurological disorders. Its marketed products include ARISTADA, an intramuscular injectable suspension for the treatment of schizophrenia; ARISTADA INITIO for the treatment of schizophrenia in adults; VIVITROL for the treatment of alcohol and prevention of opioid dependence; and LYBALVI, an oral atypical antipsychotic drug candidate for the treatment of adults with schizophrenia and bipolar I disorder. The company also offers proprietary technology platforms to third parties to enable them to develop, commercialize, and manufacture products. It has collaboration agreements primarily with Janssen Pharmaceutica N.V., Janssen Pharmaceutica Inc, and Janssen Pharmaceutica International. Alkermes plc was founded in 1987 and is headquartered in Dublin, Ireland."
BEAM,29.61,Beam Therapeutics Inc.,United States,13.525,36.44,4.7,3186798800,2095711900,98693060,95256420,0.01137591112436375,151420000,1245210000,Biotechnology,"Beam Therapeutics Inc., a biotechnology company, engages in the development of precision genetic medicines for patients suffering from serious diseases in the United States. Its programs in hematology and genetic disease portfolio include Ristoglogene autogetemcel, a patient-specific, autologous hematopoietic stem cell (HSC) therapy for the treatment of sickle cell disease; BEAM-302, a liver-targeting lipid nanoparticle (LNP) for the treatment of severe alpha-1 antitrypsin deficiency; BEAM-304, a liver-targeting LNP for the treatment of phenylketonuria; and BEAM-301, a liver-targeting LNP formulation for the treatment of glycogen storage disease type 1a. The company also develops the ESCAPE platform, which combines antibody-based conditioning with multiplex gene edited HSCs. In addition, it develops BEAM-103, an anti-CD117 monoclonal antibody that enables ESCAPE. The company has research collaboration agreement with Pfizer Inc., focusing on in vivo base editing programs for targets rare genetic diseases of the liver, muscle, and central nervous system; Verve Therapeutics, Inc., for cardiovascular disease treatments; and Orbital Therapeutics to design RNA for the prevention, treatment, or diagnosis of human disease. Beam Therapeutics Inc. was incorporated in 2017 and is based in Cambridge, Massachusetts."
TRVI,11.36,"Trevi Therapeutics, Inc.",United States,4.17,14.39,4.81,1446436000,1252331900,128230136,107804351,0.0074630715687488865,823000,194927000,Biotechnology,"Trevi Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development and commercialization of investigational therapy for the treatment of chronic cough in patients with idiopathic pulmonary fibrosis (IPF) and non-IPF interstitial lung disease, and refractory chronic cough. The company is developing Haduvio, an oral extended-release formulation of nalbuphine, which is in phase 2b Cough Reduction in IPF with nalbuphine ER clinical trial for treatment of chronic cough in patients with IPF; phase 2 clinical trial in patients with pruritus; and phase 2b/3 clinical trial in patients with prurigo nodularis. Trevi Therapeutics, Inc. has a license agreement with Endo Pharmaceuticals Inc. to develop and commercialize products incorporating nalbuphine hydrochloride in various formulations. The company was incorporated in 2011 and is headquartered in New Haven, Connecticut."
SVRA,5.84,Savara Inc.,United States,1.89,7.005,4.75,1393588900,1298500900,247090220,120188585,0.02029247851132077,29830000,124918000,Biotechnology,"Savara Inc., a clinical stage biopharmaceutical company, focuses on rare respiratory diseases. The company's lead product candidate is molgramostim, an inhaled granulocyte-macrophage colony-stimulating factor, which is in Phase 3 development stage for the treatment of autoimmune pulmonary alveolar proteinosis. The company was founded in 2007 and is headquartered in Langhorne, Pennsylvania."
ARDX,6.56,"Ardelyx, Inc.",United States,3.21,8.4,4.9,1608823200,1577964200,245247420,155639011,0.03894313231673578,233830000,264689000,Biotechnology,"Ardelyx, Inc. discovers, develops, and commercializes medicines to treat unmet medical needs in the United States and internationally. The company offers IBSRELA, a minimally absorbed small molecule therapy for the treatment of patients with irritable bowel syndrome with constipation; and XPHOZAH, a phosphate absorption inhibitor to reduce serum phosphorus in adults with chronic kidney disease on dialysis. Ardelyx, Inc. was formerly known as Nteryx, Inc. and changed its name to Ardelyx, Inc. in June 2008. The company was incorporated in 2007 and is headquartered in Waltham, Massachusetts."
CYTK,62.89,"Cytokinetics, Incorporated",United States,29.31,70.98,4.35,8570771500,8972794000,122264930,139217950,0.0038797894318273792,1350253000,882221000,Biotechnology,"Cytokinetics, Incorporated, a late-stage biopharmaceutical company, focuses on discovering, developing, and commercializing muscle activators and inhibitors as potential treatments for debilitating diseases in the United States. The company develops small molecule drug candidates primarily engineered to impact muscle function and contractility. Its drug candidates include omecamtiv mecarbil, a novel cardiac myosin activator that is in Phase III clinical trial in patients with heart failure. It also develops CK- 089, a fast skeletal muscle troponin activator that is in Phase I clinical trial; CK-586, a small molecule cardiac myosin inhibitor, that is in Phase II clinical trial; and aficamten, a novel, oral, small molecule cardiac myosin inhibitor which is in Phase III clinical trial discovered for the treatment of hypertrophic cardiomyopathy. It has a strategic alliance with Ji Xing Pharmaceuticals Limited; and a collaboration and license agreement for the development and commercialization of aficamten in Japan for the treatment of patients with obstructive and non-obstructive hypertrophic cardiomyopathy. Cytokinetics, Incorporated was incorporated in 1997 and is headquartered in South San Francisco, California."
ANNX,5.09,"Annexon, Inc.",United States,1.285,7.18,4.77,739317200,577534140,149055870,118060210,0.010106599015795949,26938000,188721000,Biotechnology,"Annexon, Inc., a clinical-stage biopharmaceutical company, discovers and develops medicines for treating inflammatory-related diseases. The company's lead candidate is ANX005, an investigational full-length monoclonal antibody, which is in Phase 3 clinical trial for the treatment of patients with guillain-barré syndrome; completed Phase II clinical trial for treating Huntington's disease; and in Phase 2a clinical trial for the treatment of amyotrophic lateral sclerosis. The company is also developing ANX007, an antigen-binding fragment (Fab) that is in Phase 3 program for the treatment of patients with geographic atrophy; and ANX1502, a novel oral small molecule inhibitor, which is in Phase 1 clinical trials for autoimmune indications. In addition, it develops ANX009, a C1q-blocking Fab that is in Phase I clinical trial for treating patients with lupus nephritis. The company was incorporated in 2011 and is headquartered in Brisbane, California."
APGE,70.89,"Apogee Therapeutics, Inc.",United States,26.2,84.56,4.75,4809886700,4230811000,67488240,59986671,0.01941189456261128,9853000,527289000,Biotechnology,"Apogee Therapeutics, Inc., a clinical stage biotechnology company, develops novel biologics for the treatment of atopic dermatitis (AD), asthma, eosinophilic esophagitis (EoE), chronic obstructive pulmonary disease (COPD), and other inflammatory and immunology indications. The company develops APG777, a subcutaneous (SQ) extended half-life monoclonal antibody (mAb) for the treatment of AD, which is in phase 2 clinical trials; and for the treatment of asthma and EoE which is in phase 1 clinical trial. It also develops APG279 that is in preclinical stage for the treatment of AD; APG990, an SQ extended half-life mAb for the treatment of AD; APG333, a human mAb against thymic stromal lymphopoietin for the treatment of asthma and COPD; and APG808, an SQ extended half-life mAb targeting IL-4Ra for the treatment of Type 2 allergic diseases. Apogee Therapeutics, Inc. was incorporated in 2022 and is headquartered in Waltham, Massachusetts."
PTGX,87.1,"Protagonist Therapeutics, Inc.",United States,35.95,96.54,4.58,5463244300,4795173000,62515664,61085124,0.009338900796588601,10749000,576117000,Biotechnology,"Protagonist Therapeutics, Inc., a biopharmaceutical company, develops peptide therapeutics for hematology and blood disorders, and inflammatory and immunomodulatory diseases. It is developing Rusfertide, an injectable mimetic of hepcidin that is in phase 3 clinical trials for the treatment of polycythemia vera; Icotrokinra, an orally delivered investigational drug which is in phase 3 clinical trials indicated to block biological pathways targeted by marketed injectable antibody drugs; and PN-943, an orally delivered, gut-restricted alpha 4 beta 7 specific integrin antagonist completed a phase 2 clinical trials in patients with moderate to severe ulcerative colitis. The company also develops IL-17 oral peptide antagonist PN-88,1 an oral metabolic/obesity peptide program, and an oral hepcidin mimetic/ferroportin blocker that is in pre-clinical stage. Protagonist Therapeutics, Inc. was incorporated in 2006 and is headquartered in Newark, California."
PCVX,63.04,"Vaxcyte, Inc.",United States,27.66,78.75,4.72,8807177000,7180300000,143556260,137761644,0.0059669599799964616,84443000,1560959000,Biotechnology,"Vaxcyte, Inc., a clinical-stage vaccine innovation company, develops conjugate and novel protein vaccines to prevent or treat bacterial infectious diseases. Its lead vaccine candidate is VAX-24, a 24-valent carrier-sparing investigational pneumococcal conjugate vaccine (PCV) for the prevention of invasive pneumococcal disease (IPD) in infants. The company also develops VAX-31, a 31-valent, carrier-sparing investigational PCV for the prevention of IPD in adults and children; VAX-A1, a novel conjugate vaccine candidate to prevent disease caused by Group A Streptococcus; VAX-PG, a novel protein vaccine candidate targeting the keystone pathogen responsible for periodontitis; and VAX-GI, a novel preclinical vaccine candidate for the treatment of dysentery and shigellosis, which is caused by Shigella bacteria. The company was formerly known as SutroVax, Inc. and changed its name to Vaxcyte, Inc. in May 2020. Vaxcyte, Inc. was incorporated in 2013 and is headquartered in San Carlos, California."
PHAT,12.32,"Phathom Pharmaceuticals, Inc.",United States,2.21,18.31,4.54,909002100,1356981100,78294750,42881144,0.03703767848768824,583135000,135156000,Biotechnology,"Phathom Pharmaceuticals, Inc., a biopharmaceutical company, focuses on developing and commercializing treatments for gastrointestinal diseases. It develops VOQUEZNA, which has completed Phase III clinical trials for the treatment of erosive gastroesophageal reflux disease (GERD) and related heartburn in adults; and VOQUEZNA Triple Pak and VOQUEZNA Dual Pak that have completed Phase III clinical trials for treating Helicobacter pylori, as well as VOQUEZNA and vonoprazan for the treatment of heartburn associated with non-erosive GERD and eosinophilic esophagitis in adults and adolescents. The company was incorporated in 2018 and is headquartered in Florham Park, New Jersey."
WVE,14.54,Wave Life Sciences Ltd.,Singapore,5.28,21.73,4.87,2565614300,2397042400,182996750,128054661,0.030099107859328077,19772000,196218000,Biotechnology,"Wave Life Sciences Ltd., a clinical-stage biotechnology company, designs, develops, and commercializes ribonucleic acid (RNA) medicines through PRISM, a discovery and drug development platform. The company's RNA medicines platform, PRISM, combines multiple modalities, chemistry innovation, and deep insights into human genetics to deliver scientific breakthroughs that treat both rare and prevalent disorders. It is developing WVE-006, an RNA editing oligonucleotide for the treatment of alpha-1 antitrypsin deficiency; WVE-007, a GalNAc-conjugated small interfering RNA designed to silence INHBE mRNA targeting obesity; WVE-N531, an exon skipping oligonucleotide for the treatment of Duchenne muscular dystrophy; and WVE-003, an allele-selective oligonucleotide for the treatment of Huntington's disease (HD). The company has collaboration agreements with GlaxoSmithKline for the research, development, and commercialization of oligonucleotide therapeutics; Takeda Pharmaceutical Company Limited for the research, development, and commercialization of oligonucleotide therapeutics for disorders of the Central Nervous System; and Asuragen, Inc. for the development and potential commercialization of companion diagnostics for investigational allele-selective therapeutic programs targeting HD. Wave Life Sciences Ltd. was incorporated in 2012 and is based in Singapore."
PROK,2.26,ProKidney Corp.,United States,0.4603,7.13,4,673869000,1375930800,141545440,30598687,0.1780790930132914,4236000,271725000,Biotechnology,"ProKidney Corp., a clinical-stage biotechnology company, develops a cell therapy platform for the treatment of multiple chronic kidney diseases in the United States. Its lead product candidate, rilparencel, includes autologous selected renal cells (SRC) in Phase 3 and Phase 2 clinical studies in subjects with moderate to severe chronic kidney disease and diabetes. The company also develops a cryopreserved version of rilparencel that allows for long-term product preservation to be used in Phase 2 and 3 trials of rilparencel. ProKidney Corp. was founded in 2015 and is headquartered in Winston-Salem, North Carolina."
TARS,72.65,"Tarsus Pharmaceuticals, Inc.",United States,38.51,85.25,4.87,3192237600,2858006500,42557492,36926498,0.02827130488592367,83037000,417268000,Biotechnology,"Tarsus Pharmaceuticals, Inc., a commercial stage biopharmaceutical company, focuses on the development and commercialization of therapeutic candidates for eye care in the United States. The company offers XDEMVY, a lotilaner ophthalmic solution for the treatment of demodex blepharitis caused by the infestation of Demodex mites. It sells its products to specialty pharmacies and distributors, as well as clinics, hospitals, pharmacies, and federal healthcare programs. The company also develops TP-04, a sterile aqueous gel formulation of lotilaner in Phase 2 trial for the treatment of ocular rosacea; and TP-05, an oral tablet formulation of lotilaner in Phase 2 trial for the prevention of Lyme disease, as well as in pre-clinical studies for community malaria reduction. In addition, it is developing the lotilaner active pharmaceutical ingredient (API) to address diseases in human medicine, including eye care and infectious disease prevention. The company has a development and license agreement with Xi An Grand Chang An Pharmaceutical Co., Ltd. for the development and commercialization of TP-03 in China for the treatment of Demodex blepharitis and meibomian gland disease. Tarsus Pharmaceuticals, Inc. was incorporated in 2016 and is headquartered in Irvine, California."
WDBG,0.7503,Woodbrook Group Holdings Inc.,Cyprus,0.0003,0.7503,-,248553000,-,331271500,-,-,-,-,Capital Markets,"Woodbrook Group Holdings Inc. provides investment and strategic planning advisory services. It offers services in the areas of portfolio management, mid and long term investment management, alternative investments, lump sum investments, education fee planning, wealth planning, retirement planning, structured product building, and qualifying recognized overseas pension scheme and financial review. The company is headquartered in Limassol, Cyprus."
EOLS,4.5,"Evolus, Inc.",United States,4.0913,14.94,4.57,278725060,390094080,64819784,43325160,0.122150499606725,154892000,43523000,Drug Manufacturers - Specialty & Generic,"Evolus, Inc., a performance beauty company, delivers products in the cash-pay aesthetic market in the United States, Canada, Europe, and Australia. It offers Jeuveau, a proprietary 900 kilodalton purified botulinum toxin type A formulation for the temporary improvement in the appearance of moderate to severe glabellar lines in adults; and Evolysse, a collection of injectable hyaluronic acid gels. The company was incorporated in 2012 and is headquartered in Newport Beach, California."
PRQR,1.54,ProQR Therapeutics N.V.,Netherlands,1.07,3.1,4.87,159071230,53014690,105345190,29793823,0.01737522107321234,19360178,125478985.6773891,Biotechnology,"ProQR Therapeutics N.V., a biotechnology company, focuses on the discovery and development of novel therapeutic medicines. The company's products pipeline includes AX-0810 for cholestatic diseases targeting Na-taurocholate cotransporting polypeptide (NTCP); and AX-1412 for cardiovascular diseases (CVDs) targeting Beta-1,4-galactosyltransferase 1 (B4GALT1). It also develops various other early-stage research programs, including AX-1005 for undisclosed targets in CVDs; AX-2402, which focuses on Rett syndrome; AX-2911 for metabolic dysfunction-associated steatohepatitis (MASH) targeting patatin-like phospholipase domain-containing protein 3 (PNPLA3); AX-0601 for obesity and Type 2 diabetes; and AX-9115 for rare metabolic condition, as well as additional programs in Rett Syndrome, additional CNS programs, and multiple other unnamed targets and programs. In addition, the company develops Axiomer RNA base-editing platform technology. It has a license agreement with Radboud University Medical Center; Inserm Transfert SA; Ionis Pharmaceuticals, Inc.; Vico Therapeutics B.V.; University of Rochester; and Leiden University Medical Center, as well as license and research collaboration with Eli Lilly and Company for the discovery, development, and commercialization of potential new medicines for genetic disorders in the liver and nervous system. The company was incorporated in 2012 and is headquartered in Leiden, the Netherlands."
EDIT,2.13,"Editas Medicine, Inc.",United States,0.9101,4.5372,3.71,205975380,59979372,97618660,50813454,0.0036315085660876723,19652000,165648000,Biotechnology,"Editas Medicine, Inc., a clinical stage genome editing company, focuses on developing transformative genomic medicines to treat a range of serious diseases. The company develops a proprietary gene editing platform based on CRISPR technology. It has a research collaboration with Juno Therapeutics, Inc. to develop alpha-beta T-cell experimental medicines for the treatment of solid and liquid tumors. The company was formerly known as Gengine, Inc. and changed its name to Editas Medicine, Inc. in November 2013. Editas Medicine, Inc. was incorporated in 2013 and is based in Cambridge, Massachusetts."
SGMO,0.47,"Sangamo Therapeutics, Inc.",United States,0.345,1.06,4,175621060,171429060,371684770,62580623,0.011065736910008159,25424000,29616000,Biotechnology,"Sangamo Therapeutics, Inc., a clinical-stage genomic medicine company, focuses on translating science into medicines that transform the lives of patients and families afflicted with serious diseases in the United States. The company's clinical-stage product candidates are ST-920, a gene therapy product candidate, which is in Phase 1/2 clinical study for the treatment of Fabry disease; TX200, a chimeric antigen receptor engineered regulatory T cell (CAR-Treg) therapy product candidate that is in Phase 1/2 clinical study for the prevention of immune-mediated rejection in HLA-A2 mismatched kidney transplantation; and SB-525, a gene therapy product candidate, which is in Phase 3 clinical trial for the treatment of moderately severe to severe hemophilia A. Its preclinical development products focus on tauopathies, ALS/FTD, and huntington's diseases Sangamo Therapeutics, Inc. has collaborative and strategic partnerships with Biogen MA, Inc.; Kite Pharma, Inc.; Pfizer Inc.; Sanofi S.A.; Novartis Institutes for BioMedical Research, Inc.; Shire International GmbH; Dow AgroSciences LLC; Sigma-Aldrich Corporation; Genentech, Inc.; and Open Monoclonal Technology, Inc. The company was formerly known as Sangamo BioSciences, Inc. and changed its name to Sangamo Therapeutics, Inc. in January 2017. The company was incorporated in 1995 and is headquartered in Richmond, California."
HUMA,1.16,"Humacyte, Inc.",United States,0.88,3.94,4.57,216156100,247639090,192996510,56679688,0.0490037822497216,50971000,19488000,Biotechnology,"Humacyte, Inc., together with its subsidiaries, engages in the development and manufacture of off-the-shelf, implantable, and bioengineered human tissues for the treatment of diseases and conditions across a range of anatomic locations in multiple therapeutic areas. The company using its proprietary and scientific technology platform to engineer and manufacture human acellular vessels (HAVs) to be implanted into patient without inducing a foreign body response or leading to immune rejection. It is developing a portfolio of HAVs, which would target the vascular repair, reconstruction, and replacement market, including vascular trauma; arteriovenous access for hemodialysis; peripheral arterial disease; pediatric heart surgery; and coronary artery bypass grafting, as well as for the delivery of cellular therapy, including pancreatic islet cell transplantation to treat Type 1 diabetes. The company was founded in 2004 and is headquartered in Durham, North Carolina."
HITI,2.57,High Tide Inc.,Canada,1.64,4.0554,5,224996690,281240480,87839736,11283642,0.08707990751565906,78315210,34185590.53153186,Pharmaceutical Retailers,"High Tide Inc. engages in the cannabis retail business in Canada, the United States, and internationally. The company operates through Bricks and Mortar, E-commerce, and Medical Cannabis Distribution segments. It manufactures and distributes consumption accessories; cannabis; and hemp derived products. The company also engages in data analytics; advertising; product sourcing and imports; event-based cannabis retail; medical cannabis distribution; accessories retail; and other related services. It provides its products under the Daily High Club, DankStop, FAB CBD, GC, Nuleaf Naturals, Smoke Cartel, Blessed CBD, Fastendr, Famous Brandz, Queen of Bud, Canna Cabana, Grasscity, Daily High Club, and Valiant Distribution brands. The company sells its products through a network of retail stores, e-commerce platforms, and the wholesale distribution arm. The company was formerly known as High Tide Ventures Inc. and changed its name to High Tide Inc. in October 2018. The company was founded in 2009 and is headquartered in Calgary, Canada."
ARCT,8.3,Arcturus Therapeutics Holdings Inc.,United States,5.85,24.17,4.33,232428800,78055800,28414280,21994708,0.07529298913408994,25987000,180360000,Biotechnology,"Arcturus Therapeutics Holdings Inc. engages in the development of infectious disease vaccines and other products within liver and respiratory rare diseases. Its technology platforms includes LUNAR lipid-mediated delivery and STARR mRNA. The company is developing ARCT-810 (LUNAR-OTC), a mRNA-based therapeutic candidate, which is in Phase 2 clinical trial for treating ornithine transcarbamylase deficiency; and ARCT-032 (LUNAR-CF), a mRNA therapeutic candidate that is in phase 2 clinical trial for cystic fibrosis. Its product pipeline includes KOSTAIVE for the treatment of covid 19; ARCT-2138 (LUNAR-FLU), which is in phase 1 clinical trial for the treatment of seasonal influenza; ARCT-2304 (LUNAR-H5N1) that is in phase 1 clinical trial for the treatment of Pandemic Influenza; ARCT-2301 for bivalent: ancestral/omicron which is in Phase 3 clinical trial; and ARCT-2303 for monovalent that is in Phase 3 clinical trial. Arcturus Therapeutics Holdings Inc. was founded in 2013 and is headquartered in San Diego, California."
ACB,3.83,Aurora Cannabis Inc.,Canada,3.28,6.665,4.2,215197180,232719360,56709424,6802276,0.005165931503730315,73580940,79012363.66815536,Drug Manufacturers - Specialty & Generic,"Aurora Cannabis Inc., together with its subsidiaries, engages in the production, distribution, and sale of cannabis and cannabis-derivative products in Canada and internationally. It operates through two segments, Canadian Cannabis and Plant Propagation. The company offers pharmaceutical-grade cannabis products; medical and consumer cannabis products; and engages in the propagation of vegetables and floral plants. It also provides dried and fresh cannabis, cannabis oils, trims, concentrates, ingestibles, capsules, vaporizers, edible cannabis, cannabis extracts, and cannabis topicals; and patient counseling and outreach services. Its brand portfolio includes San Rafael '71, Greybeard, Drift, Daily Special, Being, CanniMed, MedReleaf, Aurora, and WMMC, as well as international brands include Pedanios, Bidiol, IndiMed, and CraftPlant. The company was founded in 2013 and is headquartered in Edmonton, Canada."
SLN,5.35,Silence Therapeutics plc,United Kingdom,1.97,7.775,4.16,251756940,149746940,47233948,12643482,0.346676787518745,182000,102192000,Biotechnology,"Silence Therapeutics plc, a biotechnology company, engages in the discovery and development of novel molecules incorporating short interfering ribonucleic acid (siRNA) to inhibit the expression of specific target genes in hematology, cardiovascular, and rare diseases. The company develops Zerlasiran (SLN360), which is in Phase II clinical trial for cardiovascular disease associated with elevated lipoprotein(a); Divesiran (SLN124), an siRNA molecule that is in Phase I clinical trial for the treatment of genetic hematological conditions, including polycythemia vera; and SLN548 for complement-mediated disease. Silence Therapeutics plc has collaboration agreements with AstraZeneca PLC to discover, develop, and commercialize siRNA therapeutics for the treatment of cardiovascular, renal, metabolic, and respiratory diseases; and Hansoh Pharmaceutical Group Company Limited to develop siRNAs. The company was formerly known as SR Pharma plc and changed its name to Silence Therapeutics plc in May 2007. Silence Therapeutics plc was incorporated in 1994 and is headquartered in London, the United Kingdom."
TNXP,14.84,Tonix Pharmaceuticals Holding Corp.,United States,6.76,69.97,5,182825570,-6804426,12793952,3780812,0.0004202767057434638,425000,190055000,Biotechnology,"Tonix Pharmaceuticals Holding Corp. operates as a fully integrated, commercial-stage biotechnology company focused on central nervous system (CNS) and immunology treatments in areas of unmet medical needs and focuses on developing and commercializing therapeutics to treat and prevent human disease. The company's flagship product, TONMYA (cyclobenzaprine HCl sublingual tablets 2.8 mg), therapy is used for the treatment of fibromyalgia. It markets Zembrace SymTouch and Tosymra for the treatment of acute migraine with or without aura in adults. Its portfolio focuses on central nervous system disorders, as well as immunology, infectious disease, and rare disease product candidates. The company's products pipeline include TNX-102 SL (cyclobenzaprine HCl sublingual tablet), for the management of fibromyalgia; and is being developed to prevent and treat acute stress reaction, posttraumatic stress disorder, Alzheimer's disease, alcohol use disorder, and multi-site pain associated with Long COVID. It also develops TNX-1300, a double-mutant cocaine esterase, which is in Phase 2 clinical trials for the treatment of cocaine intoxication; and TNX-1900, an intranasal potentiated oxytocin for the treatment of binge eating disorder, adolescent obesity, and bone health in pediatric autism, as well as for social anxiety disorder. In addition, the company develops TNX-1500, an Fc-modified humanized monoclonal antibody indicated to prevent organ transplant rejection, as well as to treat autoimmune conditions; TNX-1700, a recombinant Trefoil Factor Family 2 fusion protein for the treatment of gastric and colorectal cancers; TNX-801 that is in the pre-IND development stage for protection against smallpox and mpox; and TNX-1800, a live virus vaccine for SARS-CoV-2. Its rare disease portfolio consists of TNX-2900, an intranasal potentiated oxytocin to treat for Prader-Willi syndrome. The company has collaboration agreement with Bilthoven Biologicals to advance TNX-801 and Makana Therapeutics, Inc. to study TNX-1500 for human-compatible organs and cells for the treatment of organ failure. Tonix Pharmaceuticals Holding Corp. is headquartered in Chatham, New Jersey."
MIST,1.73,Milestone Pharmaceuticals Inc.,Canada,0.6254,3.06,4.4,176753150,151376140,101582270,31349821,0.01143723222012298,57208000,82585000,Biotechnology,"Milestone Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of cardiovascular medicines in the United States and Canada. The company's lead product candidate is etripamil, a novel and potent calcium channel blocker, which has completed phase III clinical trial for the treatment of paroxysmal supraventricular tachycardia; and Phase II clinical trial for the treatment of atrial fibrillation and rapid ventricular rate. It has a license and collaboration agreement with Corxel Pharmaceuticals to develop and commercialize etripamil. Milestone Pharmaceuticals Inc.was incorporated in 2003 and is headquartered in Montreal, Canada."
RANI,1.35,"Rani Therapeutics Holdings, Inc.",United States,0.387,3.87,4.66,159192960,137088780,97550984,19822807,0.030572670509587188,17554000,4144000,Biotechnology,"Rani Therapeutics Holdings, Inc. operates as a clinical stage biotherapeutics company, focusing on technologies to enable the administration of biologics and drugs orally for patients, physicians, and healthcare systems with a alternative to painful injections in the United States. The company develops the RaniPill capsule, a drug-agnostic oral delivery platform to deliver a variety of drug substances, including oligonucleotides, peptides, proteins, and antibodies. Its product pipeline includes RT-102, a parathyroid hormone that is in Phase I clinical trial for the treatment of osteoporosis; RT-105, an anti-TNF-alpha antibody that is in preclinical studies to treat psoriatic arthritis; RT-110, a parathyroid hormone for the treatment of hypoparathyroidism; RT-116 which is in discovery stage for the treatment of obesity; and RT-111, an ustekinumab biosimilar for the treatment of various inflammatory conditions. The has a collaboration agreement with ProGen Co., Ltd. for the o-development and commercialization of RT-114 to treat obesity. Rani Therapeutics Holdings, Inc. was founded in 2012 and is headquartered in San Jose, California."
XFORW,-,"X4 Pharmaceuticals, Inc. WT EXP A 041624",United States,-,-,-,296410370,251573380,87436690,55878166,0.0026751585101210612,77357000,122194000,,
ZURA,7,Zura Bio Limited,United States,0.97,7.19,4.83,492923940,364107940,73680710,30852662,0.060054755682802996,-,139017000,Biotechnology,"Zura Bio Limited, a clinical-stage biotechnology company, develops medicines for immune and inflammatory disorders in the United States. The company develops Tibulizumab, an immunoglobulin G-single-chain variable fragment bispecific dual-antagonist antibody engineered by the fusion of ixekizumab and tabalumab that neutralizes interleukin (IL)-17A and B-cell activating factor, which is in Phase 2 clinical trial development. It is also developing Torudokimab (ZB-880), a monoclonal antibody that neutralizes IL-33 to prevent ST2-dependent and ST2-independent inflammation, which has completed Phase 1/2 clinical studies; and Crebankitug (ZB-168), a monoclonal antibody that binds and neutralizes the IL-7 receptor alpha chain that impact on diseases driven by IL-7 and thymic stromal lymphopoietin immune pathways, which has completed Phase 1/1b clinical studies. Zura Bio Limited was founded in 2022 and is headquartered in Henderson, Nevada."
MNKD,3.5,MannKind Corporation,United States,3.29,6.51,4.88,1701169400,1666565400,307070270,181097310,0.01777247860726711,225431000,260035000,Biotechnology,"MannKind Corporation, a biopharmaceutical company, focuses on the provision of various solutions for transforming chronic disease care. It develops and commercializes treatments that address serious unmet medical needs, including diabetes, pulmonary hypertension, and fluid overload in heart failure and chronic kidney disease. It offers Afrezza inhalation powder, an inhaled insulin used to improve glycemic control in adults with diabetes; and the V-Go wearable insulin delivery device, which provides continuous subcutaneous infusion of insulin in adults. Its products also include Tyvaso DPI for the treatment of pulmonary arterial hypertension and pulmonary hypertension associated with interstitial lung disease; FUROSCIX, a furosemide injection to treat fluid buildup in patients with chronic heart failure or chronic kidney disease. The company's pipeline of treatments for orphan lung diseases include MNKD-201, a dry-powder formulation of nintedanib for the treatment of idiopathic pulmonary fibrosis and MNKD-701. It has collaboration and license agreement with United Therapeutics Corporation for development, regulatory, and commercial activities of Tyvaso DPI; and collaboration agreement with Thirona to evaluate the therapeutic for the treatment of pulmonary fibrosis. MannKind Corporation was incorporated in 1991 and is headquartered in Danbury, Connecticut."
